,x,,,
490,8.593974775,,,
491,8.168551377,,,
492,11.4575224,,,
493,11.08553845,,,
494,9.555849352,,,
495,11.23355731,,,
496,7.8103224,,,
497,10.4878801,,,
498,10.81086273,,,
499,9.173355402,,,
500,9.535999473,,,
501,6.964123652,,,
502,10.30749638,,,
503,10.89518205,,,
504,10.99939225,,,
505,9.759253415,,,
506,7.198961101,,,
507,6.798597897,,,
508,8.959552575,,,
509,11.09929101,,,
510,8.898567968,,,
511,11.48388596,,,
512,10.26834585,,,
513,8.626447311,,,
514,10.21366705,,,
515,8.722501108,,,
516,10.93895653,,,
517,7.783732788,,,
518,9.376759658,,,
519,12.46174809,,,
520,7.279493662,,,
521,7.735517985,,,
522,9.396259807,,,
523,12.33777135,,,
524,12.656775,,,
525,7.175986849,,,
526,10.00336447,,,
527,10.06946321,,,
528,8.574566432,,,
529,8.508289292,,,
530,5.636247503,,,
531,6.430557631,,,
532,13.51448887,,,
533,11.34283996,,,
534,11.37585398,,,
535,10.68738675,,,
536,11.00628956,,,
537,8.853454705,,,
538,7.546279365,,,
539,7.887862655,,,
540,8.478002868,,,
541,10.2221976,,,
542,8.141578672,,,
543,11.62030777,,,
544,10.05424428,,,
545,7.448940465,,,
546,10.07375789,,,
547,10.35272266,,,
548,8.946891091,,,
549,11.89442503,,,
550,9.540805696,,,
551,5.150287547,,,
552,11.58393889,,,
553,7.245799043,,,
554,7.009941459,,,
555,9.395262832,,,
556,9.842815805,,,
557,7.543702515,,,
558,10.45400352,,,
559,10.92934789,,,
560,6.043133156,,,
561,10.69691735,,,
562,10.66399299,,,
563,9.794413711,,,
564,8.119141415,,,
565,5.735231058,,,
566,8.515583925,,,
567,7.421256648,,,
568,8.522522903,,,
569,11.35342876,,,
570,7.207639541,,,
571,9.788273769,,,
572,8.462751343,,,
573,7.924923049,,,
574,8.548564886,,,
575,12.26487015,,,
576,10.56803049,,,
577,8.597424219,,,
578,7.038043105,,,
579,10.31815322,,,
580,7.770024975,,,
581,11.81988539,,,
582,8.963166548,,,
583,10.31258139,,,
584,11.94900535,,,
585,12.53645505,,,
586,8.511388606,,,
587,10.32137432,,,
588,12.77251708,,,
589,8.306900271,,,
590,9.973969158,,,
591,8.000364872,,,
592,9.625872109,,,
593,10.82554852,,,
594,7.009292616,,,
595,9.919569715,,,
596,9.925483173,,,
597,8.280044196,,,
598,9.845170197,,,
599,7.506597199,,,
600,9.86032181,,,
601,7.897524936,,,
602,13.08284063,,,
603,10.53935457,,,
604,12.38393875,,,
605,9.034304797,,,
606,12.47717616,,,
607,7.833171226,,,
608,7.046348184,,,
609,6.711859302,,,
610,7.703312559,,,
611,6.622750081,,,
612,8.5853839,,,
613,10.77157949,,,
614,7.702974606,,,
615,13.91300907,,,
616,8.040738514,,,
617,10.0089681,,,
618,8.972352121,,,
619,8.481937817,,,
620,8.16937772,,,
621,6.908704005,,,
622,6.059162064,,,
623,8.674909501,,,
624,11.17115386,,,
625,7.927699672,,,
626,6.540258514,,,
627,10.52599281,,,
628,10.34111829,,,
629,10.74245137,,,
630,9.284781731,,,
631,8.821902846,,,
632,6.965054168,,,
633,10.45910505,,,
634,6.747823664,,,
635,8.232944451,,,
636,9.133006046,,,
637,6.017330459,,,
638,9.943208556,,,
639,10.70766629,,,
640,9.56733305,,,
641,11.10707542,,,
642,10.31752644,,,
643,5.742468833,,,
644,9.885222612,,,
645,7.367303848,,,
646,6.4881481,,,
647,9.779724009,,,
648,8.122468611,,,
649,9.454090133,,,
650,8.760094273,,,
651,11.0422559,,,
652,8.862745166,,,
653,3.930439383,,,
654,10.54997569,,,
655,9.7383964,,,
656,10.77284913,,,
657,6.588057001,,,
658,6.541067447,,,
659,10.43813376,,,
660,7.13067015,,,
661,13.12706604,,,
662,9.797339797,,,
663,12.50284051,,,
664,13.27032099,,,
665,15.89573979,,,
666,10.25295568,,,
667,9.633587854,,,
668,9.507696095,,,
669,8.589388124,,,
670,9.417267531,,,
671,10.31537574,,,
672,9.633569612,,,
673,13.40461506,,,
674,12.77153909,,,
675,7.098403656,,,
676,10.99436171,,,
677,8.374386405,,,
678,9.990212467,,,
679,8.428846621,,,
680,9.573863443,,,
681,9.877444943,,,
682,8.982019956,,,
683,10.20381143,,,
684,6.142511535,,,
685,8.628427455,,,
686,10.14576116,,,
687,10.57586196,,,
688,9.987121971,,,
689,9.318661674,,,
690,10.0303396,,,
691,10.22282117,,,
692,9.789719187,,,
693,10.43296934,,,
694,12.7288078,,,
695,8.587160725,,,
696,10.98635016,,,
697,10.41580714,,,
698,8.713492484,,,
699,12.74633281,,,
700,8.147902286,,,
701,9.586960035,,,
702,8.152442376,,,
703,11.54021805,,,
704,7.690723254,,,
705,9.831726836,,,
706,13.33539758,,,
707,5.17336546,,,
708,4.40766947,,,
709,4.484177837,,,
710,7.170826926,,,
711,10.56230664,,,
712,8.322931667,,,
713,8.228510508,,,
714,11.64674221,,,
715,9.852314011,,,
716,7.809488493,,,
717,12.42085897,,,
718,10.67028664,,,
719,8.695899991,,,
720,8.429543808,,,
721,9.835543408,,,
722,7.783949749,,,
723,10.45130283,,,
724,12.5975992,,,
725,10.11191338,,,
726,9.966322086,,,
727,8.033472402,,,
728,8.113844473,,,
729,10.06064777,,,
730,7.682896628,,,
731,9.572674959,,,
732,9.567261534,,,
733,9.768015558,,,
734,9.546533852,,,
735,8.372692888,,,
736,11.78125465,,,
737,12.41005033,,,
738,9.935887508,,,
739,12.81109233,,,
740,10.00289811,,,
741,10.29608222,,,
742,9.078624746,,,
743,7.961245898,,,
744,4.475307288,,,
745,6.529561415,,,
746,10.58186364,,,
747,9.872379697,,,
748,8.244059888,,,
749,10.51750809,,,
750,11.29934883,,,
751,8.451317756,,,
752,9.405207294,,,
753,10.59081906,,,
754,10.56386923,,,
755,9.009380519,,,
756,10.45314093,,,
757,10.18662156,,,
758,10.74068878,,,
759,8.335514699,,,
760,8.954929619,,,
761,9.31649934,,,
762,10.44933434,,,
763,5.282377259,,,
764,10.34956609,,,
765,12.0600943,,,
766,11.96169491,,,
767,10.76103391,,,
768,10.28359149,,,
769,9.265972083,,,
770,10.8475895,,,
771,11.39151563,,,
772,8.407423239,,,
773,11.90349475,,,
774,8.312749035,,,
775,13.10258596,,,
776,6.586120236,,,
777,9.098487816,,,
778,9.201083999,,,
779,8.566017815,,,
780,6.916493836,,,
781,8.164838219,,,
782,9.21960343,,,
783,7.917075627,,,
784,8.268952394,,,
785,8.204623074,,,
786,10.73843389,,,
787,8.974996656,,,
788,11.21145624,,,
789,10.82656726,,,
790,8.79280791,,,
791,9.514260319,,,
792,8.781230306,,,
793,9.005540793,,,
794,7.832063947,,,
795,10.94226827,,,
796,8.607856845,,,
797,9.3475951,,,
798,11.20928732,,,
799,10.90448543,,,
800,4.795323492,,,
801,13.75828148,,,
802,7.271404052,,,
803,10.29964123,,,
804,10.06124827,,,
805,9.044190141,,,
806,10.50408732,,,
807,13.57155495,,,
808,7.839767241,,,
809,9.374083927,,,
810,6.705417113,,,
811,8.650276496,,,
812,8.040225416,,,
813,7.262294609,,,
814,9.365125906,,,
815,9.324002771,,,
816,6.600494184,,,
817,13.32320959,,,
818,8.31845077,,,
819,8.30269291,,,
820,8.77137989,,,
821,7.784640833,,,
822,11.24586071,,,
823,10.67010431,,,
824,8.899395342,,,
825,8.749536065,,,
826,11.99542154,,,
827,9.62533413,,,
828,6.731398404,,,
829,6.899011366,,,
830,8.587948733,,,
831,15.36534552,,,
832,9.574117676,,,
833,10.36990984,,,
834,7.097527971,,,
835,8.364231206,,,
836,8.237939903,,,
837,8.826492355,,,
838,10.14043489,,,
839,8.431257232,,,
840,11.81127513,,,
841,7.959782972,,,
842,8.752020695,,,
843,8.975829385,,,
844,9.06486892,,,
845,8.959080958,,,
846,9.260025973,,,
847,11.33254125,,,
848,11.68291765,,,
849,13.76614286,,,
850,11.99038376,,,
851,10.9915531,,,
852,10.50160373,,,
853,11.32851171,,,
854,10.30678865,,,
855,8.928424737,,,
856,11.39195408,,,
857,9.426076351,,,
858,8.381006591,,,
859,10.44344998,,,
860,10.59381439,,,
861,11.65232765,,,
862,9.112774463,,,
863,8.829481809,,,
864,11.44790223,,,
865,8.127478758,,,
866,10.12616654,,,
867,10.399147,,,
868,11.42599795,,,
869,12.38122536,,,
870,8.383894407,,,
871,8.391161318,,,
872,10.27485075,,,
873,8.358877918,,,
874,6.851487883,,,
875,9.206273532,,,
876,9.469173597,,,
877,9.654506096,,,
878,12.67549428,,,
879,10.24374865,,,
880,10.13702691,,,
881,11.4285932,,,
882,7.654410468,,,
883,11.40156104,,,
884,8.797183391,,,
885,11.10045301,,,
886,6.789725413,,,
887,10.38449135,,,
888,8.450598087,,,
889,12.29241417,,,
890,12.64020953,,,
891,9.268402461,,,
892,5.219743237,,,
893,9.025207243,,,
894,10.57284769,,,
895,7.838344682,,,
896,10.31271578,,,
897,7.538735191,,,
898,7.986031684,,,
899,13.07383921,,,
900,7.767651089,,,
901,11.47556088,,,
902,10.22573657,,,
903,13.10768745,,,
904,12.43256002,,,
905,7.515502881,,,
906,8.197109636,,,
907,8.980111002,,,
908,9.419216446,,,
909,10.13332112,,,
910,6.836134834,,,
911,8.318842062,,,
912,7.442416913,,,
913,14.12864731,,,
914,10.46814963,,,
915,11.04367685,,,
916,11.13244604,,,
917,10.54779862,,,
918,9.433967586,,,
919,12.34810363,,,
920,9.216870054,,,
921,6.016969993,,,
922,9.594940486,,,
923,8.244095852,,,
924,10.31625802,,,
925,6.902096434,,,
926,15.19770304,,,
927,13.05661289,,,
928,11.4470938,,,
929,9.378964292,,,
930,7.420987269,,,
931,5.206981901,,,
932,11.43106808,,,
933,7.683445746,,,
934,5.501347341,,,
935,7.185723156,,,
936,13.00264414,,,
937,12.69090415,,,
938,9.28917513,,,
939,9.701273303,,,
940,7.113127519,,,
941,9.158184739,,,
942,8.869672613,,,
943,8.759434085,,,
944,10.09419174,,,
945,7.93351371,,,
946,11.22787027,,,
947,10.16971921,,,
948,11.05636312,,,
949,7.553401256,,,
950,10.3519876,,,
951,9.366975617,,,
952,10.31105326,,,
953,10.00581067,,,
954,11.22029752,,,
955,6.917133371,,,
956,9.3978692,,,
957,6.676718719,,,
958,10.17021581,,,
959,11.08330006,,,
960,13.90202835,,,
961,10.49680857,,,
962,7.995817015,,,
963,7.357180126,,,
964,8.105854532,,,
965,13.01073645,,,
966,10.16284469,,,
967,11.23398452,,,
968,10.48513789,,,
969,10.87039677,,,
970,3.865114914,,,
971,9.165400139,,,
972,10.09884474,,,
973,9.30827568,,,
974,12.29317678,,,
975,8.253865899,,,
976,10.03406952,,,
977,8.736881502,,,
978,11.12978501,,,
979,12.82902364,,,
980,9.661446564,,,
981,11.37138237,,,
982,8.976752521,,,
983,10.10257227,,,
984,8.44226027,,,
985,8.056788465,,,
986,8.776977326,,,
987,10.56109702,,,
988,8.350613743,,,
989,8.860225394,,,
990,6.116189992,,,
991,8.663404643,,,
992,7.549371273,,,
993,11.49602174,,,
994,9.015408646,,,
995,13.34563552,,,
996,10.30915739,,,
997,9.340373365,,,
998,11.13518582,,,
999,11.0707424,,,
1000,9.993953934,,,
1001,10.62255772,,,
1002,9.32607677,,,
1003,11.51868649,,,
1004,9.51941817,,,
1005,7.224637001,,,
1006,11.25591849,,,
1007,9.046768943,,,
1008,7.593908326,,,
1009,10.50386988,,,
1010,9.127569644,,,
1011,10.03609311,,,
1012,8.947919993,,,
1013,10.98060918,,,
1014,8.406424097,,,
1015,8.166550587,,,
1016,7.582396483,,,
1017,7.203126049,,,
1018,7.719838117,,,
1019,9.399575461,,,
1020,10.32421155,,,
1021,10.84315669,,,
1022,10.89062013,,,
1023,11.17376996,,,
1024,9.743970118,,,
1025,11.03632622,,,
1026,12.22232511,,,
1027,7.097652243,,,
1028,7.766789668,,,
1029,8.515133224,,,
1030,9.170037333,,,
1031,6.997348636,,,
1032,7.888212032,,,
1033,8.907553741,,,
1034,13.72115827,,,
1035,8.832346273,,,
1036,10.82299227,,,
1037,8.118350079,,,
1038,8.29786419,,,
1039,7.154470979,,,
1040,14.67223398,,,
1041,10.44839494,,,
1042,7.508928535,,,
1043,14.19717205,,,
1044,14.43154102,,,
1045,11.17556329,,,
1046,6.56114857,,,
1047,9.787113354,,,
1048,11.04815062,,,
1049,9.178097832,,,
1050,12.93534214,,,
1051,10.29299292,,,
1052,10.66551565,,,
1053,7.614081095,,,
1054,10.00827996,,,
1055,8.476707309,,,
1056,11.42439256,,,
1057,10.76750286,,,
1058,7.079481537,,,
1059,10.08126885,,,
1060,11.75442071,,,
1061,10.43803969,,,
1062,13.03234256,,,
1063,5.81788171,,,
1064,9.329030841,,,
1065,7.6904865,,,
1066,10.69010568,,,
1067,11.17376996,,,
1068,9.189259358,,,
1069,10.61115292,,,
1070,10.63931099,,,
1071,11.1070986,,,
1072,5.273087692,,,
1073,9.22506157,,,
1074,7.800473784,,,
1075,7.532170496,,,
1076,8.583764137,,,
1077,8.098640119,,,
1078,6.818027559,,,
1079,9.425628967,,,
1080,12.72683735,,,
1081,6.567575387,,,
1082,10.81793609,,,
1083,11.60573267,,,
1084,9.392157761,,,
1085,7.824171341,,,
1086,8.272944242,,,
1087,10.56321816,,,
1088,7.697893181,,,
1089,12.08511061,,,
1090,11.52206014,,,
1091,11.44880956,,,
1092,9.008862523,,,
1093,8.872408987,,,
1094,10.54051232,,,
1095,6.000178895,,,
1096,10.35745908,,,
1097,8.426260904,,,
1098,10.92901617,,,
1099,7.207366576,,,
1100,6.821508432,,,
1101,12.15327883,,,
1102,7.983358048,,,
1103,12.92849356,,,
1104,11.23878146,,,
1105,13.59736553,,,
1106,10.09996185,,,
1107,11.47833466,,,
1108,5.674466903,,,
1109,12.56380429,,,
1110,6.886626454,,,
1111,5.806604014,,,
1112,11.56918209,,,
1113,9.783235719,,,
1114,9.474822786,,,
1115,11.79686407,,,
1116,10.93898484,,,
1117,8.719739465,,,
1118,9.823826152,,,
1119,10.37360673,,,
1120,11.42574313,,,
1121,8.49614808,,,
1122,8.958591476,,,
1123,9.590262939,,,
1124,13.40741249,,,
1125,8.319165017,,,
1126,12.14116238,,,
1127,7.852727427,,,
1128,8.644942138,,,
1129,9.367332571,,,
1130,11.40412924,,,
1131,10.47225751,,,
1132,9.369639863,,,
1133,9.673917128,,,
1134,9.216748135,,,
1135,9.273157388,,,
1136,8.915971029,,,
1137,12.40249631,,,
1138,6.985820724,,,
1139,8.141743751,,,
1140,9.804688475,,,
1141,11.42935358,,,
1142,10.16122179,,,
1143,10.15333168,,,
1144,9.274943843,,,
1145,10.88439809,,,
1146,9.557379937,,,
1147,10.13026432,,,
1148,8.354039648,,,
1149,9.739994653,,,
1150,9.748701398,,,
1151,9.560465117,,,
1152,8.113891346,,,
1153,8.696881835,,,
1154,10.98069577,,,
1155,9.390393676,,,
1156,11.80639831,,,
1157,9.677930828,,,
1158,9.73961663,,,
1159,14.74290426,,,
1160,10.20365527,,,
1161,9.56170669,,,
1162,9.783718022,,,
1163,8.102122817,,,
1164,8.539854463,,,
1165,7.272046339,,,
1166,9.329054603,,,
1167,12.35338501,,,
1168,8.558296657,,,
1169,9.453331678,,,
1170,9.348874956,,,
1171,8.681720822,,,
1172,9.632071285,,,
1173,8.480238827,,,
1174,7.727915951,,,
1175,7.598675095,,,
1176,4.944534218,,,
1177,11.71837194,,,
1178,8.268907921,,,
1179,9.210310584,,,
1180,9.308141253,,,
1181,8.357580733,,,
1182,11.24735634,,,
1183,12.60710755,,,
1184,12.52888037,,,
1185,9.530346846,,,
1186,11.3717494,,,
1187,8.900420354,,,
1188,9.958415983,,,
1189,10.31949815,,,
1190,9.667385879,,,
1191,10.66643843,,,
1192,11.18714047,,,
1193,11.66079622,,,
1194,12.72513875,,,
1195,9.267964561,,,
1196,7.617037704,,,
1197,6.562142591,,,
1198,4.312147068,,,
1199,10.05192169,,,
1200,11.41103063,,,
1201,9.606252175,,,
1202,7.719241715,,,
1203,10.76424148,,,
1204,7.780743657,,,
1205,9.127818833,,,
1206,9.754021638,,,
1207,10.55324086,,,
1208,6.311044676,,,
1209,10.78238578,,,
1210,11.51378321,,,
1211,8.341298561,,,
1212,10.28989392,,,
1213,6.762400718,,,
1214,8.461910103,,,
1215,10.51792514,,,
1216,7.175577496,,,
1217,9.304408424,,,
1218,7.969313556,,,
1219,8.993035932,,,
1220,8.263259496,,,
1221,9.543849484,,,
1222,10.74887902,,,
1223,12.00811297,,,
1224,10.62894708,,,
1225,7.485481461,,,
1226,8.933054384,,,
1227,8.701500236,,,
1228,9.178523562,,,
1229,7.513821879,,,
1230,11.58699291,,,
1231,7.771457318,,,
1232,13.52577144,,,
1233,9.358771305,,,
1234,12.7380153,,,
1235,8.495718929,,,
1236,11.07702844,,,
1237,10.05520742,,,
1238,9.954084706,,,
1239,9.528820574,,,
1240,12.68214985,,,
1241,12.21025591,,,
1242,14.32448784,,,
1243,10.35726525,,,
1244,10.56419204,,,
1245,8.552806181,,,
1246,7.709656618,,,
